"MSOA_code","MSOA_name","estimateactive","loweractive5","upperactive95","estimateinactive","lowerinactive5","upperinactive95","estimate2xmonth","lower2xmonth5","upper2xmoonth95","LAD17CD","LAD17NM"
"E02003314","Medway 001",0.5,0.47,0.53,0.35,0.31,0.39,0.69,0.66,0.71,"E06000035","Medway"
"E02003315","Medway 002",0.59,0.55,0.62,0.27,0.22,0.31,0.76,0.74,0.79,"E06000035","Medway"
"E02003316","Medway 003",0.58,0.55,0.6,0.28,0.24,0.32,0.75,0.73,0.77,"E06000035","Medway"
"E02003317","Medway 004",0.58,0.55,0.6,0.28,0.24,0.32,0.77,0.75,0.79,"E06000035","Medway"
"E02003318","Medway 005",0.58,0.55,0.61,0.26,0.21,0.3,0.78,0.75,0.8,"E06000035","Medway"
"E02003319","Medway 006",0.59,0.56,0.62,0.28,0.23,0.32,0.75,0.73,0.77,"E06000035","Medway"
"E02003320","Medway 007",0.67,0.65,0.7,0.19,0.14,0.24,0.83,0.81,0.84,"E06000035","Medway"
"E02003321","Medway 008",0.56,0.52,0.59,0.31,0.27,0.35,0.73,0.7,0.75,"E06000035","Medway"
"E02003322","Medway 009",0.62,0.59,0.65,0.25,0.2,0.29,0.77,0.74,0.79,"E06000035","Medway"
"E02003323","Medway 010",0.56,0.53,0.59,0.27,0.22,0.31,0.74,0.72,0.76,"E06000035","Medway"
"E02003324","Medway 011",0.57,0.54,0.6,0.3,0.25,0.34,0.72,0.69,0.74,"E06000035","Medway"
"E02003325","Medway 012",0.6,0.56,0.63,0.27,0.23,0.32,0.75,0.72,0.78,"E06000035","Medway"
"E02003326","Medway 013",0.57,0.53,0.61,0.27,0.23,0.32,0.75,0.72,0.78,"E06000035","Medway"
"E02003327","Medway 014",0.66,0.64,0.69,0.21,0.16,0.26,0.82,0.81,0.84,"E06000035","Medway"
"E02003328","Medway 015",0.62,0.58,0.66,0.26,0.21,0.31,0.77,0.73,0.8,"E06000035","Medway"
"E02003329","Medway 016",0.61,0.57,0.65,0.26,0.21,0.3,0.77,0.74,0.8,"E06000035","Medway"
"E02003330","Medway 017",0.62,0.58,0.65,0.24,0.19,0.29,0.78,0.76,0.81,"E06000035","Medway"
"E02003331","Medway 018",0.53,0.5,0.56,0.33,0.28,0.36,0.7,0.67,0.72,"E06000035","Medway"
"E02003332","Medway 019",0.6,0.55,0.64,0.25,0.2,0.3,0.78,0.75,0.81,"E06000035","Medway"
"E02003333","Medway 020",0.56,0.52,0.6,0.31,0.26,0.35,0.71,0.68,0.75,"E06000035","Medway"
"E02003334","Medway 021",0.6,0.56,0.64,0.25,0.2,0.29,0.76,0.73,0.79,"E06000035","Medway"
"E02003335","Medway 022",0.56,0.52,0.59,0.3,0.25,0.34,0.71,0.67,0.73,"E06000035","Medway"
"E02003336","Medway 023",0.56,0.52,0.59,0.28,0.23,0.32,0.75,0.72,0.77,"E06000035","Medway"
"E02003337","Medway 024",0.58,0.54,0.61,0.26,0.21,0.3,0.77,0.74,0.79,"E06000035","Medway"
"E02003338","Medway 025",0.55,0.53,0.58,0.29,0.24,0.33,0.72,0.7,0.74,"E06000035","Medway"
"E02003339","Medway 026",0.59,0.56,0.62,0.24,0.19,0.28,0.78,0.76,0.8,"E06000035","Medway"
"E02003340","Medway 027",0.54,0.51,0.57,0.31,0.26,0.35,0.71,0.68,0.74,"E06000035","Medway"
"E02003341","Medway 028",0.62,0.59,0.65,0.23,0.18,0.27,0.8,0.78,0.81,"E06000035","Medway"
"E02003342","Medway 029",0.59,0.56,0.62,0.25,0.21,0.29,0.76,0.74,0.78,"E06000035","Medway"
"E02003343","Medway 030",0.61,0.58,0.63,0.23,0.18,0.28,0.79,0.77,0.81,"E06000035","Medway"
"E02003344","Medway 031",0.56,0.53,0.59,0.28,0.24,0.32,0.74,0.71,0.76,"E06000035","Medway"
"E02003345","Medway 032",0.59,0.55,0.61,0.23,0.18,0.28,0.77,0.75,0.79,"E06000035","Medway"
"E02003346","Medway 033",0.56,0.52,0.59,0.28,0.23,0.32,0.75,0.72,0.77,"E06000035","Medway"
"E02003347","Medway 034",0.58,0.55,0.61,0.23,0.19,0.28,0.77,0.74,0.79,"E06000035","Medway"
"E02003348","Medway 035",0.61,0.58,0.64,0.24,0.19,0.28,0.81,0.79,0.83,"E06000035","Medway"
"E02003349","Medway 036",0.56,0.53,0.59,0.26,0.21,0.3,0.77,0.75,0.79,"E06000035","Medway"
"E02003350","Medway 037",0.56,0.53,0.59,0.28,0.23,0.32,0.74,0.72,0.76,"E06000035","Medway"
"E02003351","Medway 038",0.57,0.54,0.6,0.26,0.22,0.3,0.76,0.73,0.78,"E06000035","Medway"
